taxonID,locationID,locality,countryCode,occurrenceStatus,establishmentMeans,source,occurrenceRemarks
1033,ISO3166-2:US-VA,Virginia,US,present,native,https://archive.org/details/catalogofhymenop01krom/page/1068/mode/2up,
1035,ISO3166-2:US-MA,Massachusetts,US,present,native,https://www.inaturalist.org/taxa/1118780-Aulacidea-tumida,iNaturalist records accessed and verified 2020-12-10
1035,ISO3166-2:US-NH,New Hampshire,US,present,native,https://www.inaturalist.org/taxa/1118780-Aulacidea-tumida,iNaturalist records accessed and verified 2020-12-10
1035,ISO3166-2:US-VA,Virginia,US,present,native,http://hdl.handle.net/2246/663,
1039,ISO3166-2:CA-NB,New Brunswick,CA,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:CA-NS,Nova Scotia,CA,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:CA-ON,Ontario,CA,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-CT,Connecticut,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-DE,Delaware,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-IA,Iowa,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-IL,Illinois,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-IN,Indiana,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-KS,Kansas,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-MA,Massachusetts,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-MD,Maryland,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-MI,Michigan,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-MN,Minnesota,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-NE,Nebraska,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-NJ,New Jersey,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-NY,New York,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-OH,Ohio,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-PA,Pennsylvania,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-RI,Rhode Island,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1039,ISO3166-2:US-VT,Vermont,US,present,naturalised,https://www.inaturalist.org/observations?taxon_id=61941,iNaturalist records accessed and verified 2020-12-10
1302,ISO3166-2:CA-BC,British Columbia,CA,present,introduced,https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/forestry/agents/aulacidea_subterminalis.pdf,Introduced to control Hieracium spp.
1302,ISO3166-2:US,United States,US,possibly present,possibly introduced,,Introduced to control Hieracium spp.; may or may not be established
1303,ISO3166-2:US,United States,US,possibly present,possibly introduced,,Introduced to control Hieracium spp.; may or may not be established
1043,ISO3166-2:US-VA,Virginia,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1045,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.2307/25076487,
1046,ISO3166-2:US-CA,California,US,present,native,https://hdl.handle.net/2027/mdp.39015068533523,
1048,ISO3166-2:US-KY,Kentucky,US,present,native,https://doi.org/10.1653/0015-4040(2002)085[0625:dotsgo]2.0.co;2,
1049,ISO3166-2:US-IL,Illinois,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1051,ISO3166-2:US-MO,Missouri,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-CMX,Ciudad de México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-JAL,Jalisco,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-MEX,México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-MIC,Michoacán de Ocampo,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-MOR,Morelos,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1053,ISO3166-2:MX-PUE,Puebla,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1054,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1055,ISO3166-2:MX-CMX,Ciudad de México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1056,ISO3166-2:MX-MEX,México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1057,ISO3166-2:MX-CMX,Ciudad de México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1057,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1058,ISO3166-2:US-CA,California,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1058,ISO3166-2:US-OR,Oregon,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1059,ISO3166-2:MX-MEX,México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1059,ISO3166-2:MX-MIC,Michoacán de Ocampo,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1060,ISO3166-2:CA-QC,Québec,CA,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1060,ISO3166-2:US-DC,District of Columbia,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1062,ISO3166-2:US-DC,District of Columbia,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1064,ISO3166-2:MX-AGU,Aguascalientes,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1065,ISO3166-2:US-TX,Texas,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1070,ISO3166-2:US-MO,Missouri,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:MX-AGU,Aguascalientes,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:MX-CMX,Ciudad de México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:MX-MEX,México,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:MX-NLE,Nuevo León,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:MX-ZAC,Zacatecas,MX,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1071,ISO3166-2:US-TX,Texas,US,present,native,https://doi.org/10.11646/zootaxa.4685.1.1,
1073,ISO3166-2:US-CA,California,US,present,native,https://hdl.handle.net/2027/njp.32101076432150,"restricted to CA, according to Schick et al. (2003): https://www.biodiversitylibrary.org/page/16212258"
1075,ISO3166-2:US-CT,Connecticut,US,present,native,http://hdl.handle.net/2246/1964,
1075,ISO3166-2:US-MA,Massachusetts,US,present,native,http://hdl.handle.net/2246/1964,
1075,ISO3166-2:US-NC,North Carolina,US,present,native,http://hdl.handle.net/2246/1964,
1075,ISO3166-2:US-NJ,New Jersey,US,present,native,http://hdl.handle.net/2246/1964,
1075,ISO3166-2:US-NY,New York,US,present,native,http://hdl.handle.net/2246/585,
1075,ISO3166-2:US-RI,Rhode Island,US,present,native,http://hdl.handle.net/2246/1964,
1076,ISO3166-2:CA-NL,Newfoundland and Labrador,CA,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-IL,Illinois,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-IN,Indiana,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-MA,Massachusetts,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-MD,Maryland,US,present,native,https://www.biodiversitylibrary.org/page/57090290,
1076,ISO3166-2:US-MD,Maryland,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-ME,Maine,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-MI,Michigan,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-MO,Missouri,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-NC,North Carolina,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-NH,New Hampshire,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-NJ,New Jersey,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-NY,New York,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-OH,Ohio,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-PA,Pennsylvania,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-SC,South Carolina,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-TN,Tennessee,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-VA,Virginia,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1076,ISO3166-2:US-VT,Vermont,US,present,native,https://www.inaturalist.org/taxa/430453-Diastrophus-cuscutaeformis,iNaturalist records accessed and verified 2020-12-15
1077,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.biodiversitylibrary.org/page/3050491,
1077,ISO3166-2:US-MI,Michigan,US,present,native,https://www.inaturalist.org/taxa/1104825-Diastrophus-fragariae,iNaturalist records accessed and verified 2020-12-15
1077,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/1104825-Diastrophus-fragariae,iNaturalist records accessed and verified 2020-12-15
1078,ISO3166-2:US-CO,Colorado,US,present,native,https://books.google.com/books?id=VhApAAAAYAAJ,
1078,ISO3166-2:US-WA,Washington,US,present,native,https://www.inaturalist.org/observations/28082763,iNaturalist record accessed and verified 2020-12-15
1079,ISO3166-2:CA-BC,British Columbia,CA,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-CA,California,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-ID,Idaho,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-MI,Michigan,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-MT,Montana,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-20
1079,ISO3166-2:US-OR,Oregon,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-WA,Washington,US,present,native,https://doi.org/10.4039/ent25110-4,
1079,ISO3166-2:US-WA,Washington,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1079,ISO3166-2:US-WI,Wisconsin,US,present,native,https://www.inaturalist.org/taxa/205631-Diastrophus-kincaidii,iNaturalist records accessed and verified 2020-12-15
1081,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-AR,Arkansas,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-CT,Connecticut,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-DC,District of Columbia,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-DE,Delaware,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-GA,Georgia,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-IL,Illinois,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-IN,Indiana,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-KY,Kentucky,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-LA,Louisiana,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-MA,Massachusetts,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-MD,Maryland,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-MI,Michigan,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-MO,Missouri,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-MS,Mississippi,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-NC,North Carolina,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-NJ,New Jersey,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-NY,New York,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-OH,Ohio,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-OK,Oklahoma,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-PA,Pennsylvania,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-SC,South Carolina,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-TN,Tennessee,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-TX,Texas,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-VA,Virginia,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-VT,Vermont,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1081,ISO3166-2:US-WV,West Virginia,US,present,native,https://www.inaturalist.org/taxa/202858-Diastrophus-nebulosus,iNaturalist records accessed and verified 2020-12-16
1083,ISO3166-2:US-CT,Connecticut,US,present,native,https://www.biodiversitylibrary.org/page/7522373,
1083,ISO3166-2:US-MA,Massachusetts,US,present,native,https://www.biodiversitylibrary.org/page/7522373,
1083,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/919186-Diastrophus-niger,iNaturalist records accessed and verified 2020-12-16
1083,ISO3166-2:US-NJ,New Jersey,US,present,native,https://www.biodiversitylibrary.org/page/7522373,
1083,ISO3166-2:US-NY,New York,US,present,native,https://www.biodiversitylibrary.org/page/7522373,
1083,ISO3166-2:US-RI,Rhode Island,US,present,native,https://www.biodiversitylibrary.org/page/7522373,
1084,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.biodiversitylibrary.org/page/26586197,
1085,ISO3166-2:CA-NB,New Brunswick,CA,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:CA-NS,Nova Scotia,CA,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-IL,Illinois,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-IN,Indiana,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-MA,Massachusetts,US,present,native,https://www.biodiversitylibrary.org/page/3745772,
1085,ISO3166-2:US-ME,Maine,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-NC,North Carolina,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1085,ISO3166-2:US-OH,Ohio,US,present,native,https://www.inaturalist.org/taxa/896234-Diastrophus-potentillae,iNaturalist records accessed and verified 2020-12-16
1087,ISO3166-2:US-CO,Colorado,US,present,native,http://hdl.handle.net/2246/1964,
1087,ISO3166-2:US-MI,Michigan,US,present,native,http://hdl.handle.net/2246/1964,
1087,ISO3166-2:US-NC,North Carolina,US,present,native,https://www.inaturalist.org/taxa/1095475-Diastrophus-radicum,iNaturalist records accessed and verified 2020-12-16
1088,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.5479/si.00963801.19-1102.113,
1088,ISO3166-2:US-IL,Illinois,US,present,native,https://doi.org/10.5479/si.00963801.19-1102.113,
1089,ISO3166-2:CA-ON,Ontario,CA,present,native,http://hdl.handle.net/2246/1148,
1089,ISO3166-2:CA-QC,Québec,CA,present,native,http://hdl.handle.net/2246/1148,
1090,http://vocab.getty.edu/tgn/7014203,New England,US,present,native,http://hdl.handle.net/2246/1964,
1090,ISO3166-2:CA-MB,Manitoba,CA,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-18
1090,ISO3166-2:CA-NL,Newfoundland and Labrador,CA,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-16
1090,ISO3166-2:CA-ON,Ontario,CA,present,native,http://hdl.handle.net/2246/1148,
1090,ISO3166-2:CA-ON,Ontario,CA,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-16
1090,ISO3166-2:CA-QC,Québec,CA,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-16
1090,ISO3166-2:US-CO,Colorado,US,present,native,http://hdl.handle.net/2246/1964,
1090,ISO3166-2:US-ME,Maine,US,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-18
1090,ISO3166-2:US-MN,Minnesota,US,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-16
1090,ISO3166-2:US-NY,New York,US,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-17
1090,ISO3166-2:US-OH,Ohio,US,present,native,http://hdl.handle.net/2246/1964,
1090,ISO3166-2:US-VT,Vermont,US,present,native,https://www.inaturalist.org/taxa/1076019-Diastrophus-turgidus,iNaturalist records accessed and verified 2020-12-16
1092,ISO3166-2:US-CA,California,US,present,native,https://hdl.handle.net/2027/mdp.39015068533523,
1093,ISO3166-2:US-CA,California,US,present,native,https://www.biodiversitylibrary.org/page/7509063,
1093,ISO3166-2:US-CA,California,US,present,native,https://hdl.handle.net/2027/mdp.39015068533523,
1093,ISO3166-2:US-CO,Colorado,US,present,native,https://www.biodiversitylibrary.org/page/7509063,
1093,ISO3166-2:US-WY,Wyoming,US,present,native,https://www.biodiversitylibrary.org/page/7509063,
1094,ISO3166-2:US-CA,California,CA,present,native,https://www.biodiversitylibrary.org/page/32180822,
1095,ISO3166-2:US-CA,California,CA,present,native,https://www.biodiversitylibrary.org/page/16270725,
1096,ISO3166-2:US-DC,District of Columbia,US,present,native,https://www.biodiversitylibrary.org/page/57090290,
1099,ISO3166-2:US-MA,Massachusetts,US,present,native,https://doi.org/10.5962/bhl.title.42001,
1101,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.5962/bhl.title.5074,
1102,ISO3166-2:MX-PUE,Puebla,MX,present,native,https://doi.org/10.4039/Ent119215-3,
1103,ISO3166-2:CA-ON,Ontario,CA,present,native,https://doi.org/10.4039/Ent119215-3,
1103,ISO3166-2:US-IL,Illinois,US,present,native,https://doi.org/10.4039/Ent119215-3,
1103,ISO3166-2:US-MA,Massachusetts,US,present,native,https://doi.org/10.4039/Ent119215-3,
1103,ISO3166-2:US-OH,Ohio,US,present,native,https://doi.org/10.4039/Ent119215-3,
1103,ISO3166-2:US-RI,Rhode Island,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-AR,Arkansas,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-CT,Connecticut,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-DC,District of Columbia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-FL,Florida,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-IL,Illinois,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-IN,Indiana,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-MA,Massachusetts,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-MD,Maryland,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-ME,Maine,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-MO,Missouri,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-NC,North Carolina,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-NJ,New Jersey,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-NY,New York,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-OH,Ohio,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-OK,Oklahoma,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-PA,Pennsylvania,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-RI,Rhode Island,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-TN,Tennessee,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-VA,Virginia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1104,ISO3166-2:US-WV,West Virginia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-AL,Alabama,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-CT,Connecticut,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-MD,Maryland,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-NC,North Carolina,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-NY,New York,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-OH,Ohio,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-VA,Virginia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-VA,Virginia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1106,ISO3166-2:US-WV,West Virginia,US,present,native,https://doi.org/10.4039/Ent119215-3,
1107,ISO3166-2:US-CO,Colorado,US,present,native,https://www.biodiversitylibrary.org/page/27851636,
1107,ISO3166-2:US-UT,Utah,US,present,native,https://doi.org/10.1093/aesa/44.2.213,
1109,ISO3166-2:US-OR,Oregon,US,present,native,https://www.biodiversitylibrary.org/page/3055840,
